IMG_20200124_232125.jpg,720,540,0_0,89,140,202,196
IMG_20200201_173620.jpg,720,540,0_0,277,279,521,404
IMG_20200201_175326.jpg,720,540,0_0,335,292,481,364
IMG_20200124_224807.jpg,720,540,0_0,473,99,625,323
IMG_20200201_173618.jpg,720,540,0_0,269,182,516,308
IMG_20200201_175229.jpg,720,540,0_0,456,301,576,350
IMG_20200124_235553.jpg,720,540,0_0,465,200,566,306
IMG_20200124_235237.jpg,720,540,0_0,203,201,329,300
IMG_20200201_175324.jpg,720,540,0_0,345,316,477,388
IMG_20200201_174910.jpg,720,540,0_0,519,268,690,344
IMG_20200201_173643.jpg,720,540,0_0,279,189,522,272
IMG_20200201_174832.jpg,720,540,0_0,505,243,678,317
IMG_20200201_175253.jpg,720,540,0_0,109,272,212,327
IMG_20200201_175422.jpg,720,540,0_0,323,299,469,375
IMG_20200124_232121.jpg,720,540,0_0,98,198,212,249
IMG_20200201_173629.jpg,720,540,0_0,276,317,538,437
IMG_20200201_175439.jpg,540,720,0_0,182,149,299,264
IMG_20200201_175417.jpg,540,720,0_0,187,304,264,434
IMG_20200201_174826.jpg,720,540,0_0,526,223,702,290
IMG_20200124_235609.jpg,720,540,0_0,376,138,515,218
IMG_20200201_174935.jpg,720,540,0_0,540,273,715,357
IMG_20200124_224848.jpg,720,540,0_0,61,110,211,183
IMG_20200201_173637.jpg,720,540,0_0,301,316,533,403
IMG_20200201_175232.jpg,720,540,0_0,465,275,588,318
IMG_20200124_235302.jpg,720,540,0_0,178,171,300,230
IMG_20200201_174838.jpg,720,540,0_0,519,272,695,358
IMG_20200124_235137.jpg,720,540,0_0,546,155,692,297
IMG_20200201_173656.jpg,720,540,0_0,264,274,509,396
IMG_20200124_235159.jpg,720,540,0_0,512,185,677,263
IMG_20200124_224825.jpg,720,540,0_0,33,141,205,204
IMG_20200201_175147.jpg,720,540,0_0,538,243,695,316
IMG_20200201_175322.jpg,720,540,0_0,360,335,489,394
IMG_20200201_175144.jpg,720,540,0_0,547,274,705,337
IMG_20200201_174834.jpg,720,540,0_0,502,262,664,335
IMG_20200201_174933.jpg,720,540,0_0,507,294,669,379
IMG_20200201_175247.jpg,720,540,0_0,77,139,193,199
IMG_20200201_175155.jpg,720,540,0_0,529,338,684,393
IMG_20200201_174931.jpg,720,540,0_0,480,283,619,364
IMG_20200201_174939.jpg,720,540,0_0,509,230,693,312
IMG_20200201_175419.jpg,720,540,0_0,318,282,457,361
IMG_20200124_235240.jpg,720,540,0_0,237,169,360,269
IMG_20200201_174943.jpg,720,540,0_0,536,228,718,304
IMG_20200201_173633.jpg,720,540,0_0,278,313,522,417
IMG_20200201_173647.jpg,720,540,0_0,272,276,496,384
IMG_20200124_235305.jpg,720,540,0_0,188,164,309,225
IMG_20200124_235615.jpg,720,540,0_0,385,187,505,244
IMG_20200201_175500.jpg,540,720,0_0,369,391,440,517
IMG_20200201_175329.jpg,720,540,0_0,351,293,486,341
IMG_20200201_175249.jpg,720,540,0_0,94,157,199,211
IMG_20200201_175224.jpg,720,540,0_0,468,251,585,310
IMG_20200201_174915.jpg,720,540,0_0,517,244,679,327
IMG_20200201_175504.jpg,720,540,0_0,414,184,510,232
IMG_20200201_175150.jpg,720,540,0_0,519,263,664,337
IMG_20200124_235152.jpg,720,540,0_0,511,162,672,239
IMG_20200124_232142.jpg,720,540,0_0,58,136,171,195
IMG_20200201_175502.jpg,720,540,0_0,413,126,523,187
IMG_20200201_174933.jpg,720,540,0_1,496,156,641,231
IMG_20200201_174805.jpg,720,540,0_1,36,283,234,369
IMG_20200201_174745.jpg,720,540,0_1,267,255,562,410
IMG_20200124_224843.jpg,720,540,0_1,339,168,491,267
IMG_20200201_174943.jpg,720,540,0_1,499,151,649,209
IMG_20200201_174659.jpg,720,540,0_1,255,327,554,459
IMG_20200201_174713.jpg,720,540,0_1,238,247,590,424
