TRAIN,gs://dominoes/IMG_20200122_192626-2020-01-23T02:40:16.843Z.jpg,0_4,0.5320042,0.17482518,0.8121721,0.17482518,0.8121721,0.37062937,0.5320042,0.37062937
TRAIN,gs://dominoes/IMG_20200122_192717-2020-01-23T02:40:16.843Z.jpg,0_2,0.41463414,0.17750677,0.7245935,0.17750677,0.7245935,0.3915989,0.41463414,0.3915989
TRAIN,gs://dominoes/IMG_20200122_192721-2020-01-23T02:40:16.843Z.jpg,0_2,0.4949187,0.23170732,0.7083333,0.23170732,0.7083333,0.37398374,0.4949187,0.37398374
TRAIN,gs://dominoes/IMG_20200122_192725-2020-01-23T02:40:16.843Z.jpg,0_2,0.48577237,0.24932249,0.6961382,0.24932249,0.6961382,0.40379405,0.48577237,0.40379405
TRAIN,gs://dominoes/IMG_20200122_192844-2020-01-23T02:40:16.843Z.jpg,0_3,0.4105691,0.199187,0.64126015,0.199187,0.64126015,0.36720866,0.4105691,0.36720866
TRAIN,gs://dominoes/IMG_20200122_192902-2020-01-23T02:40:16.843Z.jpg,0_1,0.19715448,0.25745258,0.6615854,0.25745258,0.6615854,0.6124661,0.19715448,0.6124661
TRAIN,gs://dominoes/IMG_20200122_193001-2020-01-23T02:40:16.843Z.jpg,0_1,0.47560975,0.24525745,0.6402439,0.24525745,0.6402439,0.3604336,0.47560975,0.3604336
TRAIN,gs://dominoes/IMG_20200122_193119-2020-01-23T02:40:16.844Z.jpg,0_5,0.46930692,0.21372032,0.65742576,0.21372032,0.65742576,0.34960422,0.46930692,0.34960422
TRAIN,gs://dominoes/IMG_20200122_193125-2020-01-23T02:40:16.844Z.jpg,0_5,0.44918698,0.12737127,0.597561,0.12737127,0.597561,0.23712738,0.44918698,0.23712738
TRAIN,gs://dominoes/IMG_20200122_193146-2020-01-23T02:40:16.844Z.jpg,0_9,0.27743903,0.32791328,0.68495935,0.32791328,0.68495935,0.6056911,0.27743903,0.6056911
TRAIN,gs://dominoes/IMG_20200122_193150-2020-01-23T02:40:16.844Z.jpg,0_9,0.16361788,0.3902439,0.5304878,0.3902439,0.5304878,0.80487806,0.16361788,0.80487806
TRAIN,gs://dominoes/IMG_20200122_193156-2020-01-23T02:40:16.844Z.jpg,0_9,0.36411333,0.14265734,0.7093389,0.14265734,0.7093389,0.4167832,0.36411333,0.4167832
TRAIN,gs://dominoes/IMG_20200122_193202-2020-01-23T02:40:16.844Z.jpg,0_9,0.33638212,0.42140922,0.5833333,0.42140922,0.5833333,0.63279134,0.33638212,0.63279134
TEST,gs://dominoes/IMG_20200122_193220-2020-01-23T02:40:16.844Z.jpg,0_9,0.48272356,0.41869918,0.6565041,0.41869918,0.6565041,0.54742545,0.48272356,0.54742545
TRAIN,gs://dominoes/IMG_20200122_193231-2020-01-23T02:40:16.844Z.jpg,0_9,0.4156504,0.044715445,0.65752035,0.044715445,0.65752035,0.19512194,0.4156504,0.19512194
TRAIN,gs://dominoes/IMG_20200122_193234-2020-01-23T02:40:16.844Z.jpg,0_9,0.39634147,0.15040651,0.6686992,0.15040651,0.6686992,0.34281844,0.39634147,0.34281844
TRAIN,gs://dominoes/IMG_20200122_193238-2020-01-23T02:40:16.844Z.jpg,0_9,0.41768292,0.26693767,0.65752035,0.26693767,0.65752035,0.42818427,0.41768292,0.42818427
TRAIN,gs://dominoes/IMG_20200122_193253-2020-01-23T02:40:16.844Z.jpg,0_8,0.2682927,0.36314362,0.76321137,0.36314362,0.76321137,0.72357726,0.2682927,0.72357726
TRAIN,gs://dominoes/IMG_20200122_193356-2020-01-23T02:40:16.844Z.jpg,0_8,0.44715446,0.3590786,0.597561,0.3590786,0.597561,0.46747968,0.44715446,0.46747968
TRAIN,gs://dominoes/IMG_20200122_193357_001-2020-01-23T02:40:16.844Z.jpg,0_8,0.4461382,0.35230353,0.6006098,0.35230353,0.6006098,0.46205962,0.4461382,0.46205962
TRAIN,gs://dominoes/IMG_20200122_193358-2020-01-23T02:40:16.844Z.jpg,0_8,0.4512195,0.3509485,0.60670733,0.3509485,0.60670733,0.4593496,0.4512195,0.4593496
TRAIN,gs://dominoes/IMG_20200122_193518-2020-01-23T02:40:16.844Z.jpg,0_6,0.35365853,0.2195122,0.5731707,0.2195122,0.5731707,0.3821138,0.35365853,0.3821138
TRAIN,gs://dominoes/IMG_20200122_193521-2020-01-23T02:40:16.844Z.jpg,0_6,0.3932927,0.34688348,0.5345529,0.34688348,0.5345529,0.45663956,0.3932927,0.45663956
TRAIN,gs://dominoes/IMG_20200122_193704-2020-01-23T02:40:16.844Z.jpg,0_7,0.4390244,0.3401084,0.7134146,0.3401084,0.7134146,0.5311653,0.4390244,0.5311653
TRAIN,gs://dominoes/IMG_20200122_193708-2020-01-23T02:40:16.844Z.jpg,0_7,0.4847849,0.23076923,0.6033578,0.23076923,0.6033578,0.31888112,0.4847849,0.31888112
TRAIN,gs://dominoes/IMG_20200124_220143-2020-01-25T03:04:08.031Z.jpg,0_3,0.6380208,0.27256945,0.90625,0.27256945,0.90625,0.4722222,0.6380208,0.4722222
TRAIN,gs://dominoes/IMG_20200124_220143-2020-01-25T03:04:08.031Z.jpg,0_4,0.125,0.2951389,0.41666666,0.2951389,0.41666666,0.4826389,0.125,0.4826389
TRAIN,gs://dominoes/IMG_20200124_220143-2020-01-25T03:04:08.031Z.jpg,0_7,0.35416666,0.5017361,0.69401044,0.5017361,0.69401044,0.7239583,0.35416666,0.7239583
TRAIN,gs://dominoes/IMG_20200124_224807-2020-01-25T03:57:05.971Z.jpg,0_0,0.6575029,0.18473282,0.8694158,0.18473282,0.8694158,0.5984733,0.6575029,0.5984733
TRAIN,gs://dominoes/IMG_20200124_224807-2020-01-25T03:57:05.971Z.jpg,0_2,0.1260023,0.51755726,0.3539519,0.51755726,0.3539519,0.91755724,0.1260023,0.91755724
TRAIN,gs://dominoes/IMG_20200124_224807-2020-01-25T03:57:05.971Z.jpg,0_4,0.28407788,0.022900764,0.47766322,0.022900764,0.47766322,0.41679388,0.28407788,0.41679388
TRAIN,gs://dominoes/IMG_20200124_224807-2020-01-25T03:57:05.971Z.jpg,0_6,0.4180985,0.46564886,0.6311569,0.46564886,0.6311569,0.87480915,0.4180985,0.87480915
TRAIN,gs://dominoes/IMG_20200124_224825-2020-01-25T03:57:05.971Z.jpg,0_0,0.04696449,0.26259542,0.28522336,0.26259542,0.28522336,0.37862596,0.04696449,0.37862596
TRAIN,gs://dominoes/IMG_20200124_224825-2020-01-25T03:57:05.971Z.jpg,0_2,0.28980526,0.25496182,0.510882,0.25496182,0.510882,0.37099236,0.28980526,0.37099236
TRAIN,gs://dominoes/IMG_20200124_224825-2020-01-25T03:57:05.971Z.jpg,0_4,0.51431847,0.2519084,0.7273769,0.2519084,0.7273769,0.38625956,0.51431847,0.38625956
TRAIN,gs://dominoes/IMG_20200124_224825-2020-01-25T03:57:05.971Z.jpg,0_6,0.7262314,0.26717559,0.96219933,0.26717559,0.96219933,0.3984733,0.7262314,0.3984733
